Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
69,-0.25724+0.75692i,-0.78956+0.86423i,0.66176-0.15592i,0.86323+0.2108i,0.85657+0.2912i,0.85686-0.72898i,-0.15188-0.35946i,0.21032+0.22354i,0.28818+0.2857i,-0.72659+0.27988i,-0.86446+0.28952i,-0.85941-0.21703i,-0.86189+0.72412i,0.15517-0.14866i,0.80064+0.21585i,-0.65802+0.79611i,0.14813-0.65446i,0.29232-0.36186i,0.79083-0.78839i,0.85831+0.65476i,0.85853-0.14452i,0.35189-0.80076i,0.28226-0.35619i,0.2853+0.2243i,-0.71997+0.28888i,-0.36136+0.28598i,0.22265+0.28529i,0.79571-0.72748i,-0.15169+0.65338i,0.72275-0.64909i,0.35744-0.87165i,-0.2229+0.15416i,0.7193+0.28759i,0.86662+0.79107i,-0.15612-0.65856i,0.71731+0.64718i,-0.65437-0.64825i,-0.36512-0.86285i,0.22475-0.35579i,-0.72021-0.78591i,-0.86503+0.65666i,-0.8556+0.36366i,-0.35249+0.78705i,0.22062-0.65881i,0.79604+0.64883i,0.35628+0.36188i,-0.73127+0.78705i,0.65608-0.14726i,-0.14235-0.79611i,0.71636+0.15013i,-0.64916-0.71481i,0.6489+0.14777i,-0.64676+0.29171i,0.65234-0.21725i,0.87294+0.72233i,0.35734-0.65436i,0.78791-0.36235i,0.35892-0.27842i,-0.22397+0.7252i,0.72093+0.35726i,0.35885+0.28481i,0.28534+0.28675i,-0.72618+0.79442i,-0.3575-0.65566i,-0.78967-0.87364i,-0.8629-0.85729i,-0.85989+0.15226i,-0.35538-0.72095i,-0.28793+0.14673i,-0.28669-0.21414i,0.21638+0.72102i,-0.21645+0.35853i,-0.28896+0.79061i,0.22418+0.86258i,-0.21429+0.8594i,0.72318-0.6602i,-0.1494-0.87229i,-0.29091+0.66267i,0.72751-0.14382i,-0.64945+0.71835i,0.14497+0.36022i,-0.72415+0.78829i,0.14516-0.65453i,0.79737-0.36155i,-0.14639-0.78771i,0.2091-0.35503i,-0.21383-0.78678i,0.72109-0.86056i,0.86462-0.3473i,-0.1575-0.78805i,0.72294+0.65572i,0.86646-0.14267i,0.85542-0.80333i,-0.66036+0.65355i,0.14154+0.87042i,-0.72244-0.15556i,-0.35924-0.29469i,-0.78587-0.7897i,0.14984-0.8589i,0.2941-0.85934i
70,0.36863+0.37301i,-0.32262+0.66568i,0.3184+0.45419i,-0.56287-0.32589i,-0.95117+0.81426i,0.0094732-0.24554i,0.8932+0.31415i,-0.25421+0.42395i,-0.18101+0.66356i,-0.63422+0.20937i,0.53146-0.35501i,0.21279-0.41705i,-0.35747-0.42062i,0.07222-0.41756i,-0.84572+0.57024i,0.49747+0.70072i,-0.033977+0.94254i,0.84192+0.48399i,-0.74405+0.16811i,0.24976+0.38534i,0.67196+0.17495i,0.45343-0.35933i,0.4175+0.81362i,-0.56974-0.49723i,0.042079-0.70964i,0.38981-0.69533i,0.91289-0.94592i,0.73057-0.23884i,0.20327+0.8511i,0.62692+0.73959i,-0.282+0.20353i,-0.67548-0.85215i,0.53388-0.73392i,0.45845-0.44808i,-0.073646-0.16816i,-0.63525-0.63227i,0.53179+0.043491i,0.21527-0.59665i,-0.35465-0.70293i,-0.17576+0.043472i,-0.38916-0.35446i,-0.91069+0.31781i,0.25622+0.91765i,0.43+0.73182i,-0.81357+0.447i,-0.24757+0.16999i,-0.87279+0.63019i,-0.98943+0.69942i,-0.48382-0.040552i,0.82001-0.14762i,-0.25076+0.85013i,-0.17837-0.25217i,-0.13854-0.66969i,-0.88381+0.041159i,-0.48761-0.59877i,-0.41539-0.70775i,-0.17174-0.44746i,0.35772+0.078345i,0.91773-0.60384i,0.73794-0.94911i,-0.54234-0.9778i,-0.95534+0.25302i,0.50215+0.92157i,-0.52945-0.49655i,-0.71037-0.9553i,0.045582+0.25647i,-0.35055+0.6727i,0.31842-0.53228i,-0.072169-0.95221i,0.10228-0.23741i,-0.10683-0.62757i,-0.88321+0.53266i,0.25628-0.28092i,0.91692+0.80763i,-0.74942+0.98428i,0.4928+0.72719i,0.46244-0.044924i,-0.81916+0.34873i,0.0026453-0.8153i,-0.35081-0.73623i,0.81451+0.29039i,-0.25112-0.56565i,0.067711-0.2092i,0.88407+0.60663i,-0.25096-0.77728i,0.80459+0.24735i,0.4917-0.31935i,0.66275+0.068218i,0.69904+0.39118i,0.20194+0.17506i,0.62764-0.10499i,-0.035778-0.38692i,-0.15072+0.81576i,-0.88038-0.24946i,0.0033822+0.81036i,0.39287-0.25149i,0.41767+0.56072i,-0.56434-0.52981i,-0.70604-0.21493i,0.78291-0.13533i
71,0.12188-0.12486i,-0.35095+0.1052i,0.80867+0.38704i,-0.25448-0.3195i,0.31364-0.18292i,-0.06992-0.63493i,-0.64216+0.53183i,0.78277-0.5278i,-0.49577+0.034769i,-0.71-0.59994i,-0.69843+0.7756i,0.78071+0.24736i,0.49157+0.38195i,0.1658-0.070191i,-0.11069-0.39104i,-0.38648+0.57148i,-0.42163+0.95093i,0.072035-0.75271i,0.63595+0.73749i,-0.77663+0.98559i,-0.49553+0.23859i,0.8206+0.87467i,0.48999+0.24713i,-0.32836-0.85326i,-0.91635-0.24495i,0.0071772+0.11473i,0.64192+0.88021i,0.70531+0.73261i,-0.042312-0.5393i,0.59831+0.28223i,-0.77607+0.17994i,0.0011768+0.87888i,0.39535-0.74885i,-0.32239-0.49682i,-0.42341+0.81973i,0.077046+0.24784i,-0.10578+0.13501i,0.84483-0.35262i,-0.49792+0.32073i,0.77282-0.31343i,-0.0011261+0.069465i,-0.88796+0.14223i,0.74593+0.63421i,-0.0012103-0.78033i,0.5927-0.00066644i,0.45492-0.84286i,-0.57356-0.73826i,-0.95153-0.44851i,-0.73028-0.17341i,0.78898+0.10707i,0.73941-0.10937i,-0.29561+0.60131i,-0.67271-0.033366i,0.041555+0.59753i,-0.5965-0.039734i,-0.45282+0.84177i,-0.66559+0.98278i,-0.20338+0.72857i,0.35725+0.94241i,0.91752-0.50282i,-0.74375-0.45984i,0.49062+0.32503i,0.45982+0.42227i,0.16891+0.9113i,-0.59871+0.73274i,-0.95183-0.042572i,0.24979+0.34919i,-0.80973-0.073031i,-0.24128-0.88402i,0.6055-0.2401i,-0.78129-0.1363i,-0.49473-0.14169i,-0.41943-0.38568i,-0.17069+0.56909i,-0.38179-0.28757i,0.56404+0.066821i,-0.03468+0.63583i,-0.3917+0.20902i,-0.91183-0.60369i,-0.48491-0.70139i,-0.66525+0.53627i,-0.69699-0.036878i,-0.69631-0.14571i,0.29033-0.37987i,-0.56191+0.32028i,-0.95352+0.178i,-0.97842-0.60574i,0.75409-0.70414i,0.0031264+0.53281i,-0.63885-0.77352i,0.53359+0.24779i,-0.28136-0.066869i,-0.42828-0.14483i,0.57058+0.10862i,0.20956+0.88118i,-0.85064+0.49091i,-0.98072-0.57297i,0.75133-0.95724i,0.2492+0.74938i,0.13424-0.24757i
72,0.76031+0.25184i,-0.14527+0.79647i,-0.29239-0.1514i,0.21881+0.21546i,-0.21444-0.72349i,-0.8009+0.65407i,-0.35235-0.64774i,0.72533-0.36198i,-0.65059+0.22085i,-0.35989+0.28979i,-0.28179+0.79206i,0.73126-0.65742i,-0.14318+0.64682i,0.71783+0.36288i,0.86439-0.22494i,-0.656-0.79463i,-0.87112-0.85733i,0.15274+0.65957i,-0.21075+0.86854i,-0.79245+0.85795i,0.65695+0.85919i,-0.14696-0.15628i,-0.79771-0.79763i,0.65986-0.35351i,0.36498+0.73003i,0.28171-0.14764i,0.28406+0.21775i,0.28154-0.2186i,0.79117-0.28628i,-0.6557-0.79515i,0.14389+0.65688i,-0.72101+0.87021i,0.65396+0.86026i,0.36115-0.65723i,0.28167+0.14254i,0.28725-0.21614i,0.79154-0.79664i,0.35029+0.15038i,-0.22166+0.29385i,-0.79324-0.2185i,0.14832+0.21634i,-0.21261+0.28925i,-0.28708-0.21842i,-0.79455-0.28741i,0.15147-0.28657i,0.29475+0.7266i,-0.72627+0.36189i,0.14881+0.79054i,-0.71839-0.15092i,0.14503+0.21327i,-0.21071-0.72051i,-0.28905+0.147i,-0.7944-0.71583i,0.14905+0.14518i,-0.21407+0.29077i,0.21926+0.78914i,0.29056+0.86351i,0.7892-0.1515i,-0.15066+0.71907i,0.21219-0.65257i,0.79559+0.1427i,0.86263-0.71937i,0.85823-0.86394i,-0.15643+0.66257i,0.21665-0.653i,0.28604+0.64762i,0.78911-0.14268i,0.35832+0.71687i,0.7865+0.86747i,-0.14819-0.156i,0.21766+0.21593i,0.79523-0.72466i,-0.15195-0.86352i,0.71815+0.15109i,0.36231+0.29054i,-0.2221-0.73138i,0.21893-0.35977i,-0.72581+0.22815i,0.14619-0.2145i,-0.72229-0.29193i,0.65228+0.22408i,-0.14349-0.71892i,-0.80122+0.65212i,0.65705-0.14357i,-0.64922-0.29088i,-0.8698+0.7284i,-0.85662+0.36087i,-0.8519-0.72884i,0.6603-0.35824i,-0.14786-0.27916i,-0.29454+0.72593i,-0.2839-0.14475i,0.21828-0.80091i,0.28899-0.8628i,-0.22119-0.35737i,-0.79228-0.78715i,0.14843-0.85984i,-0.21467+0.65966i,0.21672-0.64947i,-0.72158+0.64997i
73,-0.61859-0.61978i,0.53057+0.28837i,0.45593+0.9185i,-0.81409+0.97843i,-0.49379-0.0077408i,-0.6582+0.10095i,-0.70033+0.38797i,0.53226+0.41926i,0.70723-0.32273i,0.2041-0.91522i,-0.6013-0.48943i,0.034935-0.90998i,-0.34697+0.74863i,0.071637+0.25008i,0.87971-0.10764i,-0.74643-0.8813i,0.49276-0.48712i,0.21631-0.41496i,-0.10936-0.17463i,0.84646-0.63079i,-0.25027-0.95101i,-0.18085+0.50196i,0.85137+0.70536i,0.48807+0.69984i,0.9117+0.7009i,-0.25303-0.78751i,-0.91653-0.24938i,0.004609-0.62801i,-0.84326+0.2842i,-0.9864-0.065399i,0.74981+0.10568i,-0.24413-0.10559i,0.55809-0.14061i,-0.27884-0.63384i,0.8101+0.03642i,0.49419-0.59506i,0.41549+0.28635i,0.17025-0.56252i,0.87836-0.21349i,-0.7427+0.11429i,-0.25397-0.35504i,0.85556+0.5644i,-0.49837-0.53058i,0.28118-0.46052i,-0.066554-0.66441i,-0.88434+0.53595i,-0.73651-0.53014i,-0.20052+0.27955i,0.35729-0.31213i,-0.069497+0.80734i,-0.88287-0.49437i,-0.73404+0.28131i,0.78621+0.67509i,-0.73902-0.040139i,0.24302-0.64143i,-0.065396+0.53419i,-0.38545+0.21183i,-0.17048-0.1117i,0.10871+0.59895i,0.13791-0.031777i,0.1414+0.59632i,-0.35319+0.20997i,-0.42087+0.38031i,0.81472+0.91393i,-0.74196-0.50124i,-0.49235-0.21086i,0.074711+0.35852i,0.39041-0.56667i,-0.071846+0.27911i,-0.39124+0.66404i,0.56711+0.94678i,0.70578+0.48427i,0.69489+0.16692i,0.94236+0.14028i,-0.25375-0.60271i,0.069982+0.037206i,-0.34995+0.88396i,0.073612+0.4869i,0.63785-0.57237i,-0.77728+0.28531i,-0.24572+0.42586i,0.36162-0.072665i,0.91413-0.39217i,-0.50026-0.66769i,0.52946-0.45081i,0.95511+0.57096i,-0.25902-0.034418i,0.5611-0.14473i,-0.77957+0.35426i,0.7469-0.072109i,0.003399-0.63821i,0.59105+0.78126i,0.20903-0.49014i,-0.10997+0.77257i,-0.13955-0.74179i,-0.38369-0.98674i,-0.91346-0.47667i,0.49677-0.90645i,0.46204-0.98202i,0.41713+0.75199i
74,-0.5655+0.56352i,0.48413+0.63881i,0.64769+0.63732i,-0.49196-0.49326i,0.48052-0.64858i,0.64879-0.64006i,-0.49625-0.63997i,-0.64552-0.6474i,-0.6383-0.64033i,-0.64281+0.49534i,0.49461+0.64914i,0.64506-0.49411i,-0.49323+0.48504i,0.48375-0.48248i,-0.48608-0.64464i,-0.6504-0.63859i,0.49548+0.49117i,-0.48621+0.64855i,-0.64951-0.4884i,-0.63735-0.64578i,0.49101+0.49595i,0.64293-0.48491i,0.64029-0.65067i,0.63541+0.49299i,-0.49253-0.48395i,0.48663+0.48473i,0.65067+0.64766i,0.64218-0.49362i,0.64099+0.48831i,-0.48732+0.64625i,0.48282+0.6437i,0.64619-0.49135i,-0.49272+0.48154i,-0.64866+0.65092i,0.49293-0.49272i,0.64739+0.48291i,-0.4945+0.65058i,-0.64465+0.63838i,0.49285+0.63489i,0.64634+0.6353i,-0.49461+0.64018i,-0.64557+0.64305i,0.49496-0.48873i,0.64691-0.64515i,-0.49496-0.64166i,-0.6449-0.64443i,0.49131+0.49052i,-0.48185-0.48448i,0.48718+0.48176i,0.64758-0.4837i,-0.49528-0.64717i,0.48522+0.49092i,0.64384+0.65243i,0.639+0.64162i,0.63694+0.64034i,-0.49188-0.49051i,-0.64729+0.48401i,0.48974+0.64326i,0.65142-0.49373i,0.64172+0.48586i,-0.49301-0.48627i,-0.64696+0.48466i,0.48912+0.64423i,-0.48146-0.49474i,-0.65197-0.64673i,0.49228-0.63787i,0.64819+0.49282i,-0.49469-0.485i,-0.64947-0.64617i,0.48945-0.63619i,-0.48419+0.49246i,0.48437-0.48568i,-0.48443-0.6469i,-0.64934-0.63828i,0.48534-0.64091i,0.64673+0.49242i,0.63986+0.64964i,-0.4919+0.64067i,-0.6426+0.63948i,-0.64041-0.49321i,0.49243+0.48881i,0.64577+0.6474i,-0.49344+0.63968i,-0.64454+0.63873i,-0.63771+0.64194i,0.49456+0.64359i,-0.48617-0.49101i,-0.64483-0.64482i,0.49282+0.49366i,-0.48272-0.48345i,0.48478-0.65205i,0.65041-0.63804i,-0.4902+0.49046i,0.48316+0.64614i,-0.48338-0.4929i,0.48349-0.64478i,-0.48515-0.64109i,-0.64689-0.63831i,0.49374-0.64256i,0.64739-0.63613i
75,-0.86263-0.61829i,0.74439+0.042438i,-0.74001-0.34794i,0.2457-0.17787i,-0.80105-0.87712i,-0.73764-0.48865i,0.045252+0.32659i,-0.34759+0.42625i,0.072336+0.17032i,0.63732-0.3545i,0.94924+0.81255i,-0.74661-0.0062065i,-0.49416-0.14815i,-0.17028+0.35812i,-0.87931-0.070949i,-0.9785+0.60076i,0.50451-0.037956i,0.95275-0.14569i,-0.25513+0.10406i,-0.42624-0.35039i,0.81548+0.56438i,0.49131+0.4584i,0.91196-0.079178i,-0.0072019-0.88092i,-0.64208+0.50129i,0.53123-0.27916i,-0.27836+0.3127i,0.31454+0.92004i,0.42878-0.50241i,-0.075545-0.95682i,-0.63191-0.97899i,-0.20894+0.008293i,0.84816-0.34591i,-0.0063326+0.80984i,0.84209+0.24596i,-0.74714-0.85044i,-0.24997-0.98433i,0.85727-0.96957i,0.49111-0.48633i,-0.81705+0.075153i,0.24917+0.88489i,0.92216+0.48902i,-0.74908+0.16703i,0.49289+0.87871i,-0.27802+0.24154i,0.5614-0.8519i,0.70268-0.48619i,-0.53766+0.81952i,0.03869-0.49823i,0.63625-0.95319i,-0.7851-0.48402i,-0.98647+0.81727i,0.74803+0.98879i,0.49443-0.007701i,-0.077507+0.3455i,-0.39196-0.31597i,-0.42145-0.66659i,-0.42004-0.69919i,-0.90985-0.69732i,-0.73751-0.94887i,-0.20024-0.98194i,0.85327-0.48149i,0.49097+0.81876i,-0.81774-0.0059395i,0.2526+0.84144i,-0.067915-0.25192i,0.10397+0.06288i,0.38591+0.64067i,-0.81486+0.94913i,0.4972+0.23945i,-0.52568+0.8737i,-0.45824+0.73185i,-0.41719+0.69627i,0.56933+0.94288i,0.2082-0.74763i,0.87236-0.99025i,-0.25237+0.013511i,-0.91862+0.39497i,-0.23744+0.17319i,-0.62832+0.13709i,0.53179-0.84965i,-0.52602-0.73708i,0.28319+0.53621i,0.42413+0.45995i,0.42026+0.1695i,-0.072695+0.87421i,0.35009+0.48909i,-0.075463+0.16207i,-0.88119+0.6344i,0.25275+0.20751i,0.17999-0.35781i,0.13578-0.17348i,-0.84409-0.14027i,-0.73316+0.59994i,0.53679-0.52952i,0.458+0.52555i,0.66284+0.46038i,-0.53509+0.16669i,-0.95087-0.85047i,-0.73337+0.0051021i
76,0.37413-0.12236i,-0.31777-0.13787i,0.8113-0.38704i,0.98423+0.81433i,0.73178-0.74124i,-0.53616+0.0017199i,-0.95391-0.84118i,0.50372-0.49028i,-0.27862+0.074553i,0.31587-0.3529i,0.916+0.81247i,0.98234-0.49357i,0.97251+0.03206i,0.72708+0.88735i,-0.53893+0.24391i,-0.21192+0.38102i,0.11495-0.81838i,-0.10542-0.73491i,0.35431-0.70051i,-0.3179-0.45441i,-0.17609-0.6656i,-0.13532+0.78194i,-0.63529+0.24379i,0.28903-0.85297i,0.67089-0.73371i,0.69352-0.94669i,0.94325+0.25542i,-0.50118+0.18061i,0.77496-0.60198i,0.24692-0.94949i,0.87189-0.48779i,0.73825-0.91083i,0.44938+0.74726i,-0.32397+0.74204i,0.81337-0.78803i,-0.74375-0.24632i,0.73837-0.62751i,-0.49002+0.7826i,0.5275-0.73867i,0.95276-0.0031208i,0.73211+0.63992i,0.9434-0.53042i,-0.25449-0.95001i,0.3143+0.010584i,0.17719+0.6418i,-0.35556+0.69997i,0.072208-0.043151i,0.38654+0.84684i,-0.073342+0.4878i,0.35106-0.81519i,-0.56656+0.74654i,-0.94691+0.49521i,-0.23911-0.084902i,0.85446-0.14021i,-0.25305+0.10746i,-0.67326+0.38816i,-0.69803-0.81906i,-0.20391+0.0048061i,-0.87571+0.14471i,-0.48832-0.35357i,0.57143-0.67167i,-0.036474-0.94242i,-0.88206+0.74851i,0.74604-0.0011061i,-0.74012-0.88667i,-0.74475+0.49914i,0.5371+0.95766i,0.45668-0.50443i,-0.57562+0.5272i,0.28178+0.95678i,0.42288+0.72643i,-0.32138+0.44996i,0.069293+0.6639i,-0.84451-0.038897i,0.4989-0.13808i,-0.28202-0.63184i,-0.67117+0.53254i,-0.70389-0.2808i,0.29197+0.80855i,0.17703+0.74022i,0.63405+0.20093i,-0.53035+0.38148i,0.77142+0.42163i,0.0025519-0.072671i,0.34644-0.39194i,0.66871+0.32052i,-0.28875+0.1771i,-0.67127+0.38027i,-0.20089+0.91682i,-0.63159-0.25477i,0.044573+0.31516i,-0.10161-0.56271i,-0.14317-0.70222i,0.60164-0.94459i,0.20812-0.73289i,0.62924-0.44699i,-0.28352+0.32125i,0.31466-0.80957i,-0.80809-0.49362i,0.0015264-0.91082i
77,-0.25456+0.25403i,0.21839+0.28955i,-0.72302-0.22231i,0.65435+0.21821i,-0.65139-0.2166i,-0.36277-0.79359i,0.22433+0.65857i,-0.72603-0.64894i,-0.35789-0.36343i,0.72636+0.72891i,-0.14562-0.14739i,-0.7976+0.21271i,-0.35964-0.72164i,0.22233+0.14397i,-0.72218-0.72048i,0.14738+0.14711i,-0.20882+0.80003i,-0.79545+0.86399i,0.14697+0.35068i,-0.72148-0.72817i,0.1443+0.14697i,-0.71618-0.72045i,0.64774-0.35934i,0.36053+0.21872i,-0.7283-0.72155i,0.65333-0.86268i,-0.65154+0.15686i,-0.36146-0.21311i,-0.27978-0.29361i,0.22225+0.21907i,0.28951-0.21615i,0.79178+0.72192i,-0.15024-0.64873i,-0.79531+0.65524i,-0.35242+0.87191i,-0.28452-0.66363i,0.72824-0.86401i,-0.14196+0.65808i,0.71683-0.14581i,0.36282-0.79709i,0.28199-0.86349i,0.79237+0.66027i,-0.15211+0.36153i,0.71707-0.22024i,0.86446-0.29138i,-0.15144-0.29067i,0.71878+0.72903i,0.86345+0.35709i,0.35358+0.78645i,-0.73061-0.15051i,0.14696-0.79888i,-0.21161-0.35517i,0.72243+0.22087i,0.86476-0.21584i,0.86002+0.21706i,0.35382-0.21472i,0.78887-0.79377i,0.86247+0.65993i,-0.15794-0.64736i,0.21-0.87159i,0.7982-0.35062i,0.86224+0.72785i,0.85718+0.36215i,-0.15142-0.2229i,0.21326+0.72284i,0.29164-0.65176i,0.79341-0.36149i,-0.65992-0.28038i,-0.35937-0.79243i,-0.79058+0.65755i,-0.86046+0.8666i,-0.86144+0.85941i,0.66021-0.65913i,0.86999+0.64899i,-0.15116+0.36368i,-0.80226-0.72891i,-0.35637+0.14702i,0.73328+0.80056i,-0.65218-0.65373i,0.6459+0.6455i,-0.65055-0.14305i,0.64907-0.79667i,-0.64958+0.65535i,0.14108-0.14505i,-0.72054+0.71833i,-0.35869+0.86731i,-0.7891+0.85851i,0.65574+0.34963i,0.87122-0.224i,-0.15422+0.21908i,0.72171-0.21759i,-0.14693-0.29364i,-0.28954+0.72722i,0.72378+0.35694i,0.86098-0.22642i,0.85677-0.79338i,0.35162-0.8645i,-0.72935-0.35171i,-0.35686+0.22526i,-0.79039-0.21517i
78,-0.563+0.5641i,-0.64436-0.48879i,-0.6385+0.48748i,-0.63546-0.48563i,0.48925+0.48256i,0.6504+0.64801i,-0.49427-0.4933i,-0.64293+0.48704i,0.4925-0.48502i,0.65078+0.48237i,0.63993-0.48296i,0.64149-0.65195i,-0.49113-0.63755i,-0.6473-0.64097i,0.48982+0.49266i,-0.484+0.6475i,0.48282+0.63846i,-0.48494+0.64073i,-0.65098-0.49089i,0.49493+0.48164i,0.65085-0.48291i,0.63998+0.48043i,0.64098-0.48447i,0.63934-0.64613i,-0.491-0.63736i,-0.64514+0.49012i,0.49026-0.4804i,0.64478+0.48493i,0.63819+0.64701i,-0.48936-0.49371i,0.48446+0.48452i,-0.48261+0.64934i,0.48566+0.6389i,-0.48679-0.49305i,-0.64409+0.4855i,-0.63951-0.48447i,0.49421+0.48212i,-0.4843-0.48592i,0.48379-0.64785i,0.6492-0.64331i,-0.4917+0.48811i,0.48582+0.64856i,0.64952+0.63667i,-0.49076-0.49202i,-0.64638+0.48485i,-0.63788-0.48451i,0.48992-0.64426i,-0.48509-0.64039i,-0.64994+0.48694i,-0.63619-0.48532i,0.49282-0.64934i,0.64709-0.64111i,0.6368-0.63943i,0.64581+0.49449i,-0.49286-0.48576i,-0.64586+0.48305i,0.48828+0.64737i,-0.48689-0.49078i,-0.64399+0.48467i,-0.63819+0.64741i,0.48927+0.63757i,0.64866-0.48862i,0.63774+0.48422i,-0.48818-0.48505i,-0.64885+0.48339i,0.49088+0.6498i,0.65031+0.63824i,0.64072+0.63728i,-0.49121-0.49322i,-0.64722-0.64868i,0.49146+0.49196i,0.64645+0.64271i,0.64008+0.63683i,-0.49191+0.63418i,-0.65127+0.64105i,-0.63455-0.49271i,-0.63443-0.64841i,-0.63727-0.63744i,-0.64064-0.64349i,-0.63711+0.4936i,-0.64038+0.64744i,0.49219+0.64023i,0.64455+0.63664i,0.64076-0.48654i,0.64175+0.48076i,-0.49259-0.48672i,0.48104-0.64525i,-0.48535+0.49037i,-0.64406+0.64917i,0.4917+0.63868i,0.64477-0.4913i,-0.48947+0.48774i,-0.64682+0.64483i,-0.63837-0.49449i,0.49187-0.651i,-0.48725-0.63966i,0.48141+0.49268i,0.6505-0.48449i,-0.49055+0.4859i,-0.64562+0.64477i
79,0.56383+0.5686i,0.64355+0.64481i,0.63798+0.63945i,0.63686+0.63647i,-0.48617+0.64345i,0.4838-0.49376i,-0.48739-0.64857i,0.48318+0.49363i,0.64788-0.48323i,0.6332+0.48478i,-0.48967+0.64901i,0.48661+0.64019i,0.64958+0.63843i,0.64147-0.49033i,-0.48914-0.64915i,0.48239-0.63828i,-0.48378+0.49695i,0.48317-0.48607i,0.6474-0.652i,-0.4916-0.64083i,0.48403+0.49058i,0.64625+0.64499i,0.63722+0.64287i,-0.48701-0.49115i,-0.64681+0.48586i,0.48771+0.65291i,-0.48453-0.49363i,0.48677-0.64605i,0.64642-0.6407i,-0.48977-0.63935i,-0.64521+0.48878i,-0.63951+0.64664i,0.49445-0.496i,0.64545-0.64499i,-0.49614+0.4947i,0.48554+0.65027i,0.64946-0.49119i,-0.49134-0.64664i,0.48077-0.63707i,-0.48303+0.49012i,0.48476+0.64045i,-0.48692-0.4936i,0.48098+0.48481i,0.64537+0.64713i,0.63976-0.49002i,0.64165+0.48404i,-0.49086-0.48074i,-0.64612-0.64851i,-0.6397+0.48944i,0.49115+0.64819i,0.64813+0.63736i,0.64058+0.63862i,0.63906+0.63942i,0.64365+0.64187i,0.64218+0.63967i,0.63641+0.64123i,-0.49299+0.63986i,-0.64873+0.63521i,0.48911-0.49368i,0.64564+0.48586i,-0.48798-0.48022i,-0.64802-0.64836i,0.48982-0.63543i,0.648+0.48686i,-0.4913-0.48643i,-0.64364-0.64911i,-0.6374-0.63974i,0.49182-0.64051i,0.65123-0.63927i,0.64101+0.48932i,-0.49235-0.48365i,-0.64959+0.48389i,-0.63899-0.48405i,0.49046-0.64937i,-0.48676-0.64061i,0.48296-0.63763i,0.64703-0.63927i,0.64224+0.49281i,-0.49126+0.64781i,0.48129+0.64028i,-0.48461-0.49161i,-0.64552+0.4844i,0.49002+0.64576i,0.64961+0.63605i,-0.48813-0.49151i,0.48348+0.486i,0.64906-0.48254i,0.64132-0.64538i,0.63828+0.49302i,-0.49398-0.48616i,-0.64456+0.48709i,-0.63901+0.64454i,-0.63713-0.49296i,0.49139+0.48378i,-0.48079-0.48387i,0.48205+0.48481i,-0.48643+0.64884i,-0.64455+0.64244i,0.49045+0.63623i,-0.48377-0.49207i
