Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
813,0.12586+0.36789i,-0.35235-0.56344i,0.074189-0.45203i,0.88465+0.32334i,-0.25459-0.31332i,-0.92058-0.66519i,0.25627+0.041658i,-0.31522-0.84016i,0.56407+0.25106i,0.95209-0.56055i,-0.25456+0.77361i,0.066629+0.0028888i,0.14583-0.39467i,0.13936-0.9145i,0.13988+0.0064713i,0.87806-0.59501i,-0.0070832+0.041922i,0.3457+0.14578i,0.66965-0.10697i,-0.77944-0.88066i,0.48999-0.98291i,0.95239-0.97901i,0.4888+0.50478i,0.1687-0.27877i,0.3859+0.5604i,0.91211+0.21497i,-0.50144+0.38295i,0.27511+0.17297i,-0.56666-0.35474i,0.032255-0.91145i,-0.59531-0.73444i,-0.9505+0.78315i,0.74947-0.496i,-0.73729-0.70748i,-0.74269-0.45429i,-0.94472+0.32588i,0.25822-0.32052i,-0.8086+0.071035i,-0.25051+0.88246i,0.11432-0.74928i,-0.34983-0.99147i,0.073113+0.25811i,-0.10025+0.67293i,0.35176-0.53562i,0.17779-0.70385i,0.63255-0.94587i,0.2071-0.23623i,-0.10948-0.62861i,-0.8846+0.041193i,0.49948-0.84233i,-0.030101-0.74151i,0.84663+0.78449i,-0.0070684-0.73953i,0.59795-0.4908i,0.4548+0.57323i,0.90802-0.03474i,-0.50216+0.10355i,0.033568+0.63573i,0.88737+0.94945i,-0.49582-0.25451i,-0.95498+0.56193i,0.75177+0.70552i,0.24445+0.6991i,0.62732-0.040822i,0.45603-0.14454i,-0.81742-0.87735i,-0.49033-0.48693i,-0.90495-0.91277i,0.0049368+0.25274i,0.39245-0.56033i,0.66739+0.78088i,0.45542+0.98929i,0.91103-0.74863i,-0.50114+0.48953i,0.031992+0.70643i,0.14204-0.77814i,0.88116+0.49531i,-0.49941+0.70843i,-0.95121+0.45297i,-0.23846+0.41615i,-0.3815-0.56746i,0.81849+0.77681i,0.24541-0.0019563i,-0.35937+0.34612i,-0.42245+0.42478i,-0.66787-0.56716i,-0.20096-0.94607i,-0.87617-0.48189i,0.49616-0.65951i,-0.030765+0.038036i,0.10495+0.14899i,-0.35427+0.63396i,0.8172+0.20924i,-0.24751+0.13612i,-0.42629-0.60307i,0.5702+0.2845i,0.95505+0.17965i,0.23307-0.85173i,0.87483+0.74417i,-0.0044918-0.74138i,3
814,-0.75499-0.76089i,-0.86764+0.14822i,0.15039+0.79586i,-0.7184-0.15558i,0.14921+0.21243i,-0.72114+0.28858i,0.15233+0.78937i,-0.72266-0.6588i,0.14591-0.86699i,-0.72359-0.85865i,-0.36118+0.15248i,0.72628+0.80105i,-0.14793-0.66022i,0.20974-0.87113i,0.29094-0.35103i,-0.22083-0.28345i,0.2154-0.28499i,-0.72504-0.28664i,0.65206-0.28891i,0.86937-0.28598i,-0.1543-0.28808i,-0.29484-0.28733i,0.72354-0.28836i,0.3608-0.79386i,0.28158+0.15121i,-0.2196+0.29192i,-0.79683-0.22101i,0.14895+0.21845i,0.79885-0.2134i,-0.65623-0.28995i,-0.36336-0.28481i,-0.7927-0.7885i,0.65808+0.65677i,0.86609+0.86988i,-0.6554+0.85803i,-0.36409-0.66026i,-0.78772+0.64926i,-0.863+0.86814i,-0.86204-0.15457i,-0.86289+0.21362i,0.15241+0.28606i,0.79832-0.22125i,0.85948+0.72048i,0.35115+0.35721i,0.78904-0.22389i,-0.1516+0.21592i,-0.29051-0.21937i,-0.79009-0.79751i,0.65955-0.86107i,-0.64785+0.15591i,-0.86894+0.79775i,0.66032-0.1495i,0.35954-0.79856i,-0.22767+0.65428i,0.21562+0.3596i,0.79499+0.7889i,0.86104+0.3575i,0.35296+0.79115i,-0.73242-0.66006i,-0.35664+0.1435i,-0.78885+0.29397i,0.66159+0.2862i,-0.14779+0.79205i,-0.28932-0.14904i,-0.28747+0.21577i,-0.28367-0.21768i,-0.28271-0.79914i,0.72595+0.65784i,-0.14518-0.65055i,-0.79673-0.87099i,0.14643+0.66116i,0.29271-0.14148i,0.79202+0.72114i,-0.15219-0.1479i,-0.7949-0.2935i,-0.86003+0.72808i,0.15227-0.65306i,0.29395-0.86963i,0.28669+0.65863i,-0.72516+0.86324i,0.15213+0.86172i,-0.21213-0.15623i,-0.28972+0.2152i,-0.28467-0.21364i,0.72632-0.79313i,0.36265-0.35336i,-0.73123+0.22216i,0.14785+0.29206i,-0.71858+0.78952i,0.14-0.15214i,-0.21428-0.79959i,-0.79412+0.1482i,0.65503+0.799i,0.36334+0.35417i,-0.22137+0.78633i,-0.79375-0.65594i,0.15158-0.87044i,0.79773+0.65955i,-0.15088+0.365i,-0.79509+0.79022i,2
815,0.25639+0.25102i,0.28794+0.79713i,-0.21992+0.86062i,-0.28653+0.35077i,0.21699+0.79013i,0.79336+0.8613i,-0.15206+0.85678i,-0.29325-0.65919i,0.21876+0.14471i,-0.21912-0.72012i,-0.79117-0.35558i,-0.35444+0.22221i,0.73211-0.21664i,0.86384+0.21271i,-0.6567+0.28513i,0.14447+0.28865i,-0.71911+0.28604i,-0.35772-0.72199i,0.73262-0.36161i,-0.6506-0.27766i,-0.36535-0.79398i,0.22068-0.35421i,0.29016+0.72826i,0.78899-0.65602i,-0.65258+0.64972i,0.65084+0.86929i,0.36697+0.3502i,-0.22318+0.78925i,-0.79829-0.65148i,-0.35843+0.14568i,0.2222-0.72346i,0.29107-0.86393i,-0.21826-0.85779i,0.72761-0.34972i,-0.14652+0.22357i,0.719+0.29013i,-0.6519+0.79121i,-0.87323+0.85961i,0.65719-0.66463i,0.86815+0.65156i,-0.65835+0.86626i,0.65129+0.35091i,-0.14237+0.79064i,-0.80047+0.86127i,0.14995+0.35197i,-0.71943+0.28207i,0.65058+0.28822i,-0.64568+0.28802i,-0.87076-0.72801i,0.15542+0.65453i,-0.71887-0.14465i,0.65645+0.21577i,0.35746-0.21578i,0.78502-0.7945i,-0.15363-0.35814i,-0.79136+0.22308i,-0.35238-0.71673i,0.72832+0.14564i,0.35565+0.29384i,-0.72994+0.28624i,-0.35912+0.79209i,0.22101+0.36014i,-0.21702-0.22464i,-0.28678-0.79726i,0.21747+0.65436i,0.79462-0.14562i,-0.15299-0.291i,-0.7991+0.72415i,0.15147-0.65248i,0.79727-0.36143i,0.85832-0.78689i,-0.65876-0.35592i,-0.86766-0.28394i,-0.35451+0.72889i,-0.79018+0.86382i,-0.3573+0.3532i,-0.28101+0.28079i,-0.79069+0.79435i,-0.35509-0.15035i,0.72504-0.29388i,-0.65479+0.72915i,0.14026+0.86385i,-0.72495-0.15293i,-0.36167-0.79628i,-0.27775-0.85987i,0.21771+0.65815i,0.29215+0.36066i,0.2875-0.22283i,-0.72605+0.71791i,-0.35948-0.1466i,0.22045+0.72199i,0.29375+0.86502i,0.79392+0.35219i,0.85995+0.78699i,0.35447-0.65554i,-0.72792-0.86978i,0.65566+0.65929i,0.36099+0.86734i,-0.22729-0.66011i,0.21586+0.14046i,2
816,-0.75531+0.24886i,-0.86179-0.21764i,0.65842+0.72498i,0.86783+0.86379i,0.35061+0.85837i,0.28291-0.65905i,-0.2201-0.36242i,-0.28734-0.78714i,-0.79132-0.85797i,-0.35571+0.15367i,0.22324+0.79937i,-0.71976+0.86435i,0.14846-0.66213i,-0.72136+0.65147i,0.65324+0.3657i,-0.1453-0.73157i,-0.7971+0.1473i,-0.35799+0.29738i,0.22159-0.21934i,0.28814+0.72406i,-0.72588+0.35762i,0.14822-0.22302i,-0.71841-0.28916i,-0.3629+0.72456i,-0.28224+0.35964i,0.21766-0.22357i,0.287+0.72398i,-0.22155+0.35998i,-0.29043-0.73073i,-0.28911-0.8642i,0.72589+0.15392i,0.8635+0.29487i,0.35251+0.79017i,-0.22486-0.15014i,-0.28701-0.80088i,-0.79152-0.86134i,0.15032-0.35212i,-0.71882-0.78811i,0.14674+0.14797i,-0.71562-0.7185i,0.14542-0.86296i,0.79998-0.34893i,-0.65692+0.72835i,-0.86814+0.36029i,0.65876+0.78846i,0.86783-0.65861i,0.35204+0.14533i,-0.73518-0.72065i,0.6531+0.65306i,0.86685-0.65187i,-0.15305+0.14462i,-0.79968-0.72191i,0.15024+0.6505i,0.29465-0.1464i,-0.21989+0.71708i,-0.79846-0.14712i,0.14596-0.2975i,0.29584-0.79384i,-0.22378-0.35295i,0.72462+0.7274i,0.35559-0.15275i,-0.22224-0.29525i,0.21741-0.28337i,-0.72529+0.72606i,-0.86531-0.14681i,-0.35129-0.7992i,0.72992-0.86553i,0.86349-0.85487i,0.86016-0.35442i,0.35353+0.72981i,-0.22269+0.86214i,0.72345-0.65986i,-0.65083+0.14569i,0.14872+0.29331i,-0.71912+0.7934i,0.65275+0.86349i,-0.64474-0.65975i,0.13926-0.36126i,0.29305+0.72975i,0.79341+0.86156i,0.35622+0.86156i,-0.73069+0.35404i,-0.35694-0.72626i,-0.28451-0.86123i,0.21802-0.85816i,-0.21122+0.15258i,-0.79409-0.21452i,0.65887+0.71976i,-0.64683-0.14856i,-0.86841+0.71554i,0.15655+0.86615i,0.79979+0.85745i,0.86372-0.659i,-0.15431+0.64843i,0.21204+0.86586i,0.28909-0.15251i,0.28395-0.79496i,-0.21906+0.6569i,-0.78979-0.65002i,-0.86053-0.3658i,2
817,0.617-0.12192i,-0.03445-0.14373i,-0.3902+0.3584i,0.073336+0.42137i,-0.34975+0.41733i,0.31984+0.17117i,0.67245-0.84922i,-0.78195-0.98724i,-0.73724-0.97709i,-0.94497+0.75185i,0.0088076+0.73911i,0.64165+0.20193i,0.70202+0.13745i,0.45141-0.84891i,-0.57116-0.9846i,0.78033+0.75539i,0.0021177-0.74182i,-0.3924+0.0014413i,-0.66764+0.63905i,-0.94692+0.94821i,0.0092453-0.5015i,-0.34755-0.95724i,0.81375-0.97988i,0.24202-0.9758i,-0.85374+0.50412i,-0.2452-0.5289i,-0.63198-0.95143i,-0.2105-0.73079i,-0.38446-0.94008i,0.317+0.50203i,-0.81024-0.033479i,0.24789+0.5922i,0.67464-0.035997i,0.69736+0.35068i,0.94529-0.81054i,0.97596-0.49152i,0.4856+0.080408i,-0.82133-0.10272i,-0.24324+0.10348i,0.3574+0.63824i,0.17677-0.78059i,-0.11171+0.24835i,-0.38677+0.92078i,-0.6648-0.2572i,-0.20787+0.55996i,0.60597+0.46293i,-0.28514-0.81662i,0.56267-0.7369i,-0.035711+0.78724i,-0.39508+0.98791i,-0.66502-0.015333i,-0.45058+0.10208i,0.32138-0.84219i,0.41848+0.24756i,-0.56772+0.18022i,-0.21383-0.8534i,-0.38156+0.25065i,0.32028-0.55945i,0.42358-0.20633i,-0.81889+0.85276i,-0.48697-0.49487i,0.81777+0.27755i,0.24367-0.067934i,-0.85351+0.10408i,0.74241+0.63532i,0.49374-0.040338i,-0.07858+0.84436i,-0.88234-0.0025663i,-0.23804-0.14547i,-0.6252-0.13738i,-0.20596-0.63449i,0.85342-0.94754i,-0.49971-0.48498i,-0.45615-0.41504i,-0.41855-0.66979i,0.81807+0.53636i,0.98301-0.77003i,0.7281+0.49315i,-0.2904+0.71417i,0.068632-0.53435i,0.38933-0.45782i,-0.07216-0.91303i,-0.88634+0.2488i,0.0080933+0.92258i,-0.59757+0.24017i,-0.45584-0.85538i,-0.66794-0.98074i,0.041883+0.010444i,-0.84593-0.10069i,-0.49216+0.84431i,-0.9098-0.25617i,-0.97576+0.8064i,-0.23812+0.98826i,0.35507+0.73055i,-0.31653-0.29349i,-0.17561-0.92306i,0.10966+0.009237i,-0.35483+0.88716i,0.32112+0.48611i,0.4247-0.81851i,3
818,0.37207+0.3734i,0.66829+0.9117i,-0.53486-0.75047i,0.27993-0.73747i,0.17771-0.69528i,0.13625+0.28614i,-0.35408-0.066497i,0.5671-0.38987i,-0.5314-0.42047i,0.27824+0.070781i,-0.31623+0.14288i,0.068519-0.10789i,-0.84197-0.38145i,-0.98076-0.66428i,0.25958-0.69848i,0.17859-0.45091i,-0.84813+0.57083i,0.74193+0.95173i,-0.74235+0.23863i,0.73962+0.37984i,0.24609-0.81641i,0.62652-0.98593i,0.45425-0.23136i,0.66306-0.38024i,0.44956+0.57126i,0.66624-0.037159i,0.45114+0.34767i,-0.56897+0.67011i,0.2788-0.77994i,0.42561+0.49497i,0.17521-0.032585i,-0.84969+0.10057i,-0.49052-0.10121i,0.57386+0.10725i,0.2052+0.63511i,-0.35747+0.702i,-0.41834+0.45091i,0.56833-0.56746i,0.45598-0.46i,-0.57034-0.17111i,-0.70486+0.84933i,0.28932-0.0034246i,-0.80853+0.099117i,-0.24165-0.10329i,-0.13406+0.35009i,0.8454-0.070121i,-0.0029893+0.35052i,0.34593+0.91958i,-0.81507-0.25019i,0.74666-0.67169i,-0.73733+0.78217i,-0.73896+0.24732i,0.53649-0.60741i,0.20976-0.2118i,-0.1133+0.1069i,0.34963-0.84356i,0.42501+0.00070825i,0.1713-0.10145i,0.87439-0.63567i,-0.74495-0.20898i,-0.9849+0.35709i,-0.98021+0.17277i,-0.48681-0.84656i,-0.41348+0.0031254i,0.81485+0.88834i,-0.25305+0.98078i,-0.42848+0.23642i,-0.66304+0.38305i,-0.45253+0.91558i,0.078466-0.74795i,0.88+0.73596i,-0.0037351+0.4964i,0.34586-0.81672i,-0.81809+0.25007i,-0.73893+0.17956i,-0.69494-0.11013i,-0.20513+0.60471i,0.85363+0.69906i,0.48857-0.53904i,0.65898+0.28201i,0.20872-0.56637i,-0.35757+0.034753i,-0.17054+0.39442i,0.85216+0.1745i,-0.0025602+0.38831i,-0.88386-0.81531i,0.25205-0.48985i,-0.071654-0.66297i,0.35317-0.45431i,-0.074478-0.41536i,0.59438-0.41853i,-0.041759-0.91309i,-0.14676-0.4849i,-0.63254-0.65764i,-0.20428-0.44898i,-0.87123+0.81936i,-0.98323+0.24404i,0.012684-0.85662i,0.39323-0.24621i,-0.5693+0.35182i,3
819,-0.56979-0.56547i,0.48778+0.49i,0.64527-0.48521i,-0.49151-0.64552i,0.4849-0.63788i,0.647+0.49077i,0.6366+0.6471i,0.63943+0.63867i,0.63774+0.63715i,0.63659-0.49057i,0.63971-0.64741i,-0.49207-0.64111i,-0.65271+0.48853i,0.49073-0.48372i,0.64546-0.6483i,0.63439-0.64092i,0.63739-0.63782i,0.64074+0.4896i,-0.48959-0.48675i,0.48102-0.64658i,-0.4825+0.49001i,0.48638+0.64195i,-0.48533+0.64362i,0.48409+0.64191i,0.64291+0.63618i,0.64218+0.63755i,0.64+0.63775i,-0.48736+0.63658i,0.48342+0.63825i,0.65038-0.49081i,-0.49152+0.48371i,0.48135+0.64874i,0.64563-0.48913i,0.63722-0.64793i,-0.49307+0.49758i,-0.6435+0.64543i,0.49093-0.49217i,-0.4843+0.48167i,-0.65091-0.48505i,-0.64257+0.48212i,-0.64078+0.64791i,-0.63731+0.63753i,-0.6387+0.63846i,0.49083+0.63966i,0.64483-0.48685i,-0.49083+0.48348i,-0.64205+0.64625i,-0.63701+0.64259i,-0.64129+0.63931i,0.49003+0.63886i,0.64722-0.49053i,-0.49055+0.48388i,-0.64668-0.48386i,0.49251-0.6478i,0.6464+0.49001i,0.63996+0.64624i,0.6408+0.64056i,-0.4903-0.48978i,-0.65004+0.48335i,0.49089+0.64546i,0.64364+0.63892i,-0.49368-0.48863i,-0.64726-0.64859i,-0.63788+0.48928i,-0.63889-0.48343i,-0.63934-0.65045i,-0.63923-0.64315i,0.4924+0.49019i,-0.48341+0.64952i,0.48314+0.63565i,0.65036-0.49107i,0.64101-0.64742i,-0.49011+0.48609i,-0.6489-0.48435i,0.48954-0.64495i,-0.48704-0.6376i,-0.64718-0.64122i,0.48911-0.63806i,-0.48725-0.63945i,0.48349-0.63686i,0.64769-0.63886i,-0.4928-0.64018i,-0.64731-0.64081i,0.49393+0.48901i,0.64631-0.48314i,-0.49281+0.48142i,0.4828+0.64918i,0.6503+0.63854i,0.64132-0.49309i,-0.49054+0.48668i,0.4832+0.64602i,-0.48318+0.63759i,-0.64513+0.64265i,-0.63802-0.49362i,-0.64025-0.64855i,-0.64069-0.64291i,-0.64664-0.64267i,0.49209-0.64348i,0.646-0.63789i,-0.49312-0.63887i,1
820,0.25359-0.75836i,-0.7241+0.65301i,-0.35491+0.86804i,0.22523-0.6626i,-0.21997-0.36146i,-0.79358-0.2801i,-0.35556-0.28535i,-0.28326+0.7261i,0.72815-0.65304i,-0.64701-0.36259i,0.65067-0.28096i,0.87042+0.72838i,0.35386-0.14462i,-0.7291+0.71976i,-0.86565+0.35737i,-0.34964+0.28093i,0.22498+0.29064i,0.79656-0.72812i,-0.15082+0.14598i,-0.29485-0.21428i,-0.79539+0.21299i,0.65342+0.79369i,-0.14176-0.65635i,-0.80047+0.14205i,-0.35244-0.71984i,-0.79177-0.35891i,-0.3501-0.28394i,-0.28328-0.28405i,0.22203+0.2189i,0.28323-0.21776i,-0.21883+0.21863i,0.21611+0.79428i,0.7991+0.35412i,-0.15225-0.72864i,0.7233+0.65084i,0.86148-0.64716i,-0.15616-0.36245i,0.71699-0.78861i,0.86265-0.86188i,0.34972+0.15329i,0.79225+0.292i,0.86116+0.78972i,0.35736+0.86308i,0.27876+0.35754i,0.28414+0.28248i,0.79328+0.79236i,-0.65265-0.6535i,-0.36101-0.35976i,0.22258-0.28557i,-0.21358+0.22275i,-0.79467+0.28913i,0.65954+0.28807i,-0.65345+0.2844i,0.65037+0.79299i,0.87003+0.35538i,0.35159-0.72759i,-0.22361-0.36033i,-0.29352+0.73025i,-0.7936-0.14495i,0.14842+0.21009i,0.29162-0.21418i,-0.72503+0.21455i,0.65467-0.72265i,-0.14418-0.86479i,-0.29461+0.15662i,0.22027-0.71717i,-0.7214+0.14393i,0.15126-0.71726i,0.80105+0.14912i,-0.65648-0.71807i,-0.86736+0.14538i,-0.8606-0.72097i,-0.35133-0.35784i,-0.27979+0.73556i,0.21915+0.86605i,0.28924-0.15142i,-0.72348+0.21145i,0.14991-0.72014i,0.29127-0.35699i,0.79112+0.22685i,-0.15015-0.22334i,-0.79937-0.8002i,-0.86185+0.15048i,-0.85973+0.29368i,0.65877-0.72746i,0.8669+0.65296i,-0.15586+0.86919i,0.71793-0.15787i,-0.14569+0.71938i,-0.79956-0.1429i,-0.35163-0.79771i,0.73027-0.3512i,0.86875+0.73085i,-0.15115+0.86525i,0.21071+0.85787i,0.28935-0.65518i,-0.22222-0.36669i,0.21816+0.22248i,0.28967+0.2899i,-0.22071+0.79078i,2
821,-0.56572-0.56514i,-0.6448-0.64101i,-0.64716-0.6396i,0.48766+0.48951i,-0.48449-0.48406i,-0.65059-0.64848i,-0.63908-0.63529i,0.48957+0.49098i,0.64589+0.65062i,0.63668+0.63999i,0.63912+0.63889i,0.63802+0.63759i,-0.49488+0.64095i,-0.64794-0.49342i,-0.63838+0.48886i,-0.63967+0.64611i,-0.63903-0.4883i,-0.64016-0.64812i,0.49568+0.49239i,0.6459-0.48544i,-0.49166+0.48183i,-0.64928+0.64935i,-0.63744+0.63695i,-0.63861+0.64072i,-0.63745-0.49128i,-0.64353+0.4851i,0.49138+0.64599i,0.6491+0.63679i,0.64063-0.48933i,0.64195-0.64931i,-0.49661+0.49142i,0.4808+0.65034i,0.64642-0.49456i,0.6389+0.48514i,0.636-0.48312i,-0.49148-0.64652i,0.48532+0.49396i,-0.48738-0.47961i,0.48577-0.64597i,0.65149-0.63916i,0.63837+0.49325i,-0.4881-0.48514i,-0.6475+0.48857i,-0.63578+0.64773i,-0.64192+0.64001i,0.49196+0.63911i,-0.4855-0.49464i,-0.64765-0.64781i,0.4889-0.64403i,-0.48104+0.49438i,0.48476-0.48849i,-0.48692+0.48562i,0.48166-0.48324i,-0.47795+0.48466i,-0.64622-0.48466i,0.49066-0.64788i,-0.48257-0.64081i,0.48449-0.63768i,-0.48618-0.63971i,0.48419-0.64033i,-0.48185+0.4945i,-0.64666-0.48045i,-0.63951-0.65238i,0.49093-0.6409i,-0.48424-0.64092i,0.4872-0.64145i,0.64499+0.48929i,-0.49254-0.48463i,-0.64492-0.64716i,-0.63886-0.63554i,0.48794+0.49722i,-0.48549-0.48505i,-0.64987-0.64664i,0.49229+0.49299i,0.64896+0.64542i,0.63519+0.64173i,-0.49644-0.49181i,0.481+0.48221i,-0.48335-0.48006i,0.48524+0.48474i,0.64819+0.64986i,0.6475+0.63836i,0.63958-0.4945i,-0.48742+0.48498i,0.48333-0.48902i,0.64934-0.64623i,0.64063+0.49283i,0.63618+0.64836i,-0.49345+0.63936i,0.4837-0.49261i,-0.48243+0.48366i,-0.64844-0.48303i,-0.63656-0.64456i,0.48696-0.64203i,-0.48587-0.64028i,0.48501-0.6433i,-0.48488-0.63631i,0.48058+0.49107i,0.65072+0.6505i,0.63826+0.63738i,1
822,-0.56476-0.56243i,-0.64228+0.49329i,0.49451+0.64765i,0.64809+0.63979i,-0.49191+0.63893i,-0.64428+0.64277i,-0.64371+0.64127i,0.49391+0.63597i,-0.48372-0.49163i,-0.64872-0.64462i,0.49194+0.48896i,-0.48663-0.48389i,0.4875-0.64903i,0.64362-0.63748i,0.64001-0.63885i,0.64233-0.64026i,-0.48966-0.64167i,-0.64509-0.64227i,-0.63933-0.64082i,-0.64155+0.49691i,-0.64114-0.48415i,0.49378+0.4839i,-0.48164+0.64816i,-0.64539-0.49481i,0.49269+0.48498i,-0.48261-0.48489i,-0.64676-0.64738i,-0.64214-0.63871i,-0.6461+0.48948i,0.49112-0.48855i,0.64727-0.65103i,-0.49573+0.48991i,-0.64652-0.48673i,0.49278-0.64622i,-0.48235-0.64183i,0.48249-0.64206i,0.64801-0.64206i,0.63675-0.64095i,-0.49414+0.49322i,0.4858-0.48803i,-0.48309+0.4842i,-0.64484-0.48704i,-0.64257+0.48716i,0.49466+0.64635i,-0.48512-0.48918i,-0.65-0.6456i,-0.63733+0.49227i,0.49179+0.64679i,-0.48627-0.49177i,0.47982-0.64889i,-0.48266+0.49426i,0.48458-0.48725i,-0.48663+0.48448i,-0.64763-0.48675i,-0.64206-0.64422i,0.49003+0.49368i,-0.48279-0.48266i,-0.64837+0.4815i,-0.63872+0.65051i,-0.64037+0.63734i,-0.64245+0.64125i,0.49371-0.4943i,0.64989-0.64688i,0.64201-0.64056i,0.64011+0.49277i,0.63951-0.48335i,0.64377+0.47997i,0.63732-0.48281i,-0.49118-0.64703i,0.48573-0.63927i,0.64718+0.49242i,0.64152-0.4875i,0.636+0.4844i,-0.48945+0.64904i,-0.64538+0.64514i,-0.64299-0.49645i,0.49127+0.48178i,0.64601+0.64234i,0.64336+0.64326i,-0.49273+0.64283i,-0.64972+0.63924i,0.48509-0.49439i,0.64916-0.64848i,-0.4926+0.49142i,-0.64913+0.64547i,0.49303+0.63557i,-0.48034-0.49046i,0.4804+0.48512i,-0.48406-0.48231i,0.48499-0.64787i,-0.48682+0.49176i,0.48396+0.64792i,0.65016-0.49376i,0.64487+0.48019i,-0.48903+0.64623i,0.48175+0.64325i,-0.48713+0.63767i,0.48301+0.63958i,-0.48154-0.49382i,0.48163+0.4856i,1
823,0.37405-0.37013i,0.17347+0.81018i,-0.6023-0.248i,0.7777+0.31306i,0.98497+0.67652i,-0.75149-0.041496i,0.00052437-0.88315i,-0.34834-0.23878i,-0.1722+0.85293i,0.35461-0.004417i,0.66867-0.88797i,-0.28678+0.74713i,-0.66942+0.00069762i,-0.45354+0.83601i,0.32326+0.48895i,-0.32025+0.90902i,-0.42511+0.97636i,-0.17294+0.73074i,-0.88152+0.44907i,0.0053555+0.41767i,-0.10055-0.81766i,-0.1401+0.74164i,-0.38503+0.74257i,-0.41524-0.047043i,0.81636+0.34674i,0.74018-0.56656i,-0.043413+0.28205i,-0.14249-0.31727i,-0.38458-0.17141i,0.32076+0.10966i,-0.56518+0.88409i,-0.45789+0.98107i,0.56937+0.48108i,-0.036612-0.57265i,0.10386-0.70393i,-0.84267-0.4535i,0.74263+0.32138i,0.49632+0.17639i,-0.57224+0.63109i,-0.95434-0.53189i,-0.23692-0.21559i,-0.87728+0.85245i,0.0053506-0.002657i,0.1441-0.1452i,0.8852+0.35276i,-0.001872-0.56678i,-0.14531-0.45913i,-0.8808+0.56844i,0.49499+0.21516i,-0.52509-0.6073i,0.53287+0.28619i,0.70638-0.069965i,0.94172-0.8821i,-0.25337+0.50313i,0.066482+0.21255i,0.63948-0.85153i,-0.7805-0.98565i,0.74305+0.50589i,-0.24901-0.034394i,0.55952-0.88565i,-0.5291-0.98185i,-0.9527-0.97904i,-0.48274-0.23712i,0.32439-0.38095i,0.17765-0.4235i,-0.10965+0.076651i,-0.14277-0.1084i,-0.63274-0.1415i,-0.21019+0.35134i,0.60182+0.91906i,0.94686+0.48285i,-0.25888+0.90694i,-0.42714+0.98199i,0.32275+0.48512i,-0.066423+0.66112i,-0.14681+0.20809i,0.6012-0.84984i,0.70488-0.24313i,-0.53365-0.38051i,-0.95331-0.42122i,-0.73149+0.5684i,0.53573+0.95052i,-0.029711+0.23708i,-0.14705-0.11046i,0.60077-0.63674i,0.20913+0.28442i,-0.10709+0.42307i,0.59819-0.81419i,0.70294+0.49326i,-0.53661-0.034683i,-0.9517-0.63854i,-0.9789+0.53392i,0.50501-0.52775i,-0.53032+0.28111i,0.036498-0.56393i,0.88377+0.28292i,0.98426-0.56821i,0.2333+0.52681i,0.13746-0.2838i,-0.59957-0.42296i,3
